sigma,pearson_r_wbv_tgr,wbv_only_auroc,wbv_only_brier
0.05,0.0013020431454102816,0.5174944977025898,0.18963497089368797
0.1,-0.053151538877600386,0.5161076663881927,0.18832435995768612
