rel_err,corr_mean,corr_sd,auroc_mean,auroc_sd
0.05,-0.01038597074027387,0.01487633944056487,0.47460759111111117,0.015416892990347533
0.1,-0.00876386431391231,0.0215660659032647,0.48642623999999995,0.020542290973654596
