fold,model,cutoff_tg4h,auroc,brier,ap,best_params
2,logreg_l2,329.2875,0.936237037037037,0.0827311949718942,0.8645508386866574,"{""model__C"": 0.1}"
2,svm_rbf,329.2875,0.9309925925925926,0.08729461731052594,0.8338182151018395,"{""model__C"": 0.5, ""model__gamma"": ""auto""}"
2,rf,329.2875,0.9269333333333334,0.09159754765213464,0.8209862597697449,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 5}"
