fold,model,cutoff_tg4h,auroc,brier,ap,best_params
3,logreg_l2,327.6275,0.9174988251879699,0.08512094743957713,0.8511702949450143,"{""model__C"": 0.1}"
3,svm_rbf,327.6275,0.8907424812030075,0.09927063054710042,0.8067051236510057,"{""model__C"": 0.5, ""model__gamma"": ""auto""}"
3,rf,327.6275,0.8889508928571428,0.09749177844601926,0.8157958012339608,"{""model__max_depth"": 5, ""model__min_samples_leaf"": 2}"
