method,auroc_mean,auroc_std,brier_mean,brier_std,ap_mean,ap_std,cal_slope,cal_intercept,auroc_oof_recalc,brier_oof_recalc,ap_oof_recalc,ece_10bin_unweighted,boot_auroc_mean,boot_auroc_ci95_lo,boot_auroc_ci95_hi,boot_brier_mean,boot_brier_ci95_lo,boot_brier_ci95_hi,repeated_auroc_mean,repeated_auroc_std,repeated_auroc_min,repeated_auroc_max,repeated_brier_mean,repeated_brier_std,repeated_brier_min,repeated_brier_max,repeated_n_folds_total,score_auroc,score_brier,score_ap,score_ece,score_slope,score_intercept,score_total_unweighted
isotonic,0.9155293946672236,0.017171404642458376,0.08858386914085403,0.006908192999836137,0.8383260961554295,0.02235134178866299,0.029729921153587236,0.3239812301793759,0.9144795373665481,0.08858386914085405,0.8362937286210372,0.013181220810108607,0.9143011310905848,0.8954044992765317,0.931745329212133,0.08872656715133063,0.07784285439784999,0.09993025578940756,0.9148925761626288,0.02001527626977683,0.8697185185185186,0.9542518518518518,0.08969504992503673,0.009357209288430018,0.07075995356820915,0.10671516035036245,50.0,-0.9155293946672236,0.08858386914085403,-0.8383260961554295,0.013181220810108607,0.9702700788464128,0.3239812301793759,-0.35783909184590185
sigmoid,0.915230439988861,0.0177445014192422,0.08834988203042002,0.007905069123445716,0.8443815533045935,0.023548285590284438,0.12305951411112566,0.45289818744830107,0.9161689823578404,0.08834988203042,0.8438524313776423,0.017373860627647574,0.9160222298784341,0.8977228221477545,0.9327531108559817,0.08846293079412672,0.07840807197014876,0.0986630277623525,0.9158094349763297,0.019986279801116075,0.8727703703703704,0.9552592592592593,0.08893916983596402,0.008804352583160919,0.07129457796405798,0.10431898104910999,50.0,-0.915230439988861,0.08834988203042002,-0.8443815533045935,0.017373860627647574,0.8769404858888743,0.45289818744830107,-0.3240495772982113
