fold,model,cutoff_tg4h,auroc,brier,ap,best_params
1,logreg_l2,329.2875,0.9340444444444446,0.08275718298364992,0.8565966520279327,"{""model__C"": 0.1}"
1,svm_rbf,329.2875,0.9223111111111111,0.09288386501992991,0.7954452531707552,"{""model__C"": 0.5, ""model__gamma"": ""auto""}"
1,rf,329.2875,0.9237925925925926,0.0884512483766301,0.8102463417325647,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 2}"
