sigma,pearson_r_wbv_tgr,wbv_only_auroc,wbv_only_brier
0.05,0.0013020431454102816,0.5225036299081036,0.18784693381992829
0.1,-0.053151538877600386,0.5090917453355611,0.188086865417168
